0.00001,1.1770841,1,1.1220873,1
0.00002,0.926576,0.990883034,0.9484854,0.994649116
0.00003,0.9590108,0.981930805,0.8991961,0.989355191
0.00004,0.7423965,0.973138887,1.1318674,0.98411732
0.00004,0.7423965,0.973138887,1.1318674,0.98411732
0.00005,0.8730754,0.964503012,1.1964737,0.978934619
0.00006,1.0101404,0.956019062,1.2145494,0.973806219
0.00007,1.095136,0.947683064,1.1131737,0.968731272
0.00008,0.8480656,0.939491181,1.2618128,0.963708946
0.00008,0.8480656,0.939491181,1.2618128,0.963708946
0.00009,0.9183245,0.931439707,1.1368244,0.958738428
0.0001,1.0814246,0.923525064,1.2535173,0.95381892
0.00011,1.0003871,0.915743792,1.0014377,0.94894964
0.00012,0.7292462,0.908092548,1.0549323,0.944129823
0.00012,0.7292462,0.908092548,1.0549323,0.944129823
0.00013,1.0328363,0.900568101,0.9028585,0.93935872
0.00014,0.9783247,0.893167324,0.613276,0.934635595
0.00015,0.9134974,0.885887193,0.9056745,0.929959728
0.00016,0.8349157,0.878724782,0.8199241,0.925330414
0.00016,0.8349157,0.878724782,0.8199241,0.925330414
0.0002,0.8565862,0.851197021,0.8019432,0.907265053
0.00024,0.7614678,0.825341592,0.8846635,0.889891569
0.00028,0.8366819,0.801010595,1.0133944,0.873170963
0.00032,0.7754578,0.778073069,0.8188385,0.857067112
0.00032,0.7754578,0.778073069,0.8188385,0.857067112
0.00036,0.6953211,0.756412639,0.9024275,0.841546509
0.0004,0.8413955,0.735925535,0.8757654,0.826578032
0.00044,0.7495919,0.716518935,0.8159408,0.812132733
0.00048,0.643665,0.698109554,0.8566449,0.798183656
0.00048,0.643665,0.698109554,0.8566449,0.798183656
0.00052,0.6125279,0.680622455,0.7982091,0.784705662
0.00056,0.767814,0.663990023,0.5920176,0.771675284
0.0006,0.6918518,0.648151097,0.7306466,0.759070588
0.00064,0.6580539,0.633050214,0.666821,0.746871048
0.00064,0.6580539,0.633050214,0.666821,0.746871048
0.0008,0.5300043,0.579083354,0.6767595,0.70175737
0.00096,0.5374432,0.533594949,0.6501058,0.661783296
0.00112,0.5158988,0.494732509,0.6214549,0.626117862
0.00128,0.4156927,0.461146581,0.5617668,0.594100073
0.00128,0.4156927,0.461146581,0.5617668,0.594100073
0.00144,0.4172973,0.43183086,0.5529523,0.565197566
0.0016,0.4430656,0.406019635,0.530464,0.538976765
0.00176,0.3657615,0.383119939,0.4946487,0.515080986
0.00192,0.3687167,0.362665441,0.4487185,0.493214115
0.00192,0.3687167,0.362665441,0.4487185,0.493214115
0.00208,0.330436,0.344284346,0.5097059,0.473128274
0.00224,0.2850006,0.327676603,0.4461504,0.454614383
0.0024,0.3330299,0.31259739,0.3693972,0.437494856
0.00256,0.3092766,0.298844967,0.4235591,0.421617887
0.00256,0.3092766,0.298844967,0.4235591,0.421617887
0.0032,0.2442839,0.254125021,0.356299,0.368172955
0.00384,0.2216175,0.221046971,0.3595927,0.326753214
0.00448,0.1981128,0.19558832,0.3355134,0.293710552
0.00512,0.188994,0.175388315,0.3040301,0.266736983
0.00512,0.188994,0.175388315,0.3040301,0.266736983
0.00576,0.1714292,0.158970166,0.2728161,0.244301048
0.0064,0.1399126,0.145362721,0.2545173,0.225346567
0.00704,0.1503704,0.133901124,0.1967263,0.209121543
0.00768,0.1592086,0.124114881,0.1715958,0.195076009
