0.00768,0.1592086,0.124114881,0.1715958,0.195076009
0.00832,0.1118015,0.115661679,0.1523367,0.182798451
0.00896,0.0889254,0.108286513,0.1976165,0.17197482
0.0096,0.10998,0.101795523,0.1610951,0.162361288
0.01024,0.1126736,0.096038701,0.1583165,0.153765663
0.01024,0.1126736,0.096038701,0.1583165,0.153765663
0.0128,0.0850733,0.078321498,0.1705907,0.126893922
0.01536,0.0527359,0.066123117,0.1399862,0.108017098
0.01792,0.046166,0.057212422,0.0953505,0.094029245
0.02048,0.0437244,0.05041812,0.1015811,0.083248803
0.02048,0.0437244,0.05041812,0.1015811,0.083248803
0.02304,0.034585,0.045066245,0.0695516,0.074686056
0.0256,0.0135052,0.040741538,0.068087,0.067720507
0.02816,0.0534915,0.03717418,0.0678772,0.061943394
0.03072,0.033706,0.034181246,0.0619338,0.057074476
0.03072,0.033706,0.034181246,0.0619338,0.057074476
0.03328,0.0281012,0.031634331,0.0621499,0.052915197
0.03584,0.0261342,0.029440648,0.0477266,0.049320954
0.0384,0.0121537,0.027531477,0.02652,0.046183929
0.04096,0.0280971,0.025854839,0.0302354,0.043422097
0.04096,0.0280971,0.025854839,0.0302354,0.043422097
0.0512,0.0307044,0.020790389,0.0516764,0.035040346
0.06144,0.0144169,0.01738501,0.0220366,0.029370893
0.07168,0.0458818,0.014938196,0.0137384,0.025280554
0.08192,0.0197992,0.013095149,0.007765,0.02219023
0.08192,0.0197992,0.013095149,0.007765,0.02219023
0.09216,0.0314171,0.011656937,0.0230112,0.019773139
0.1024,0.0272156,0.010503374,-0.036011,0.017830892
0.11264,0.0181315,0.009557564,-0.000552,0.016236079
0.12288,0.0117514,0.00876802,0.0147359,0.014903128
0.12288,0.0117514,0.00876802,0.0147359,0.014903128
0.13312,0.0359766,0.008098969,0.0259771,0.013772437
0.14336,0.0529898,0.007524784,0.0314424,0.012801217
0.1536,0.052785,0.007026624,0.0146431,0.011957953
0.16384,0.0398192,0.006590328,0.0110249,0.01121892
0.16384,0.0398192,0.006590328,0.0110249,0.01121892
0.2048,0.0353207,0.005279157,0.0021135,0.008995211
0.24576,0.0308456,0.004403136,-0.025008,0.007507204
0.28672,0.0275065,0.00377647,-0.037739,0.006441617
0.32768,0.0181546,0.003305957,-0.051233,0.005640933
0.32768,0.0181546,0.003305957,-0.051233,0.005640933
0.36864,0.0274757,0.002939699,-0.057274,0.00501729
0.4096,0.0468551,0.0026465,-0.090511,0.004517816
0.45056,0.0320154,0.002406482,-0.084595,0.004108784
0.49152,0.0319695,0.002206381,-0.084916,0.003767668
0.49152,0.0319695,0.002206381,-0.084916,0.003767668
0.53248,0.0250385,0.002037002,-0.09403,0.00347885
0.57344,0.0402529,0.001891774,-0.107882,0.00323116
0.6144,0.0385356,0.001765877,-0.105714,0.003016395
0.65536,0.0400258,0.00165569,-0.105961,0.002828401
0.8192,0.059107,0.001324987,-0.095027,0.002263994
0.98304,0.0654422,0.001104397,-0.100029,0.00188737
1.14688,0.0416667,0.000946774,-0.09158,0.00161818
1.31072,0.0041741,0.000828525,-0.114192,0.001416192
1.47456,-0.011008,0.000736534,-0.129097,0.001259035
1.6384,-0.019198,0.000662929,-0.131695,0.001133273
1.80224,-0.007976,0.000602698,-0.150703,0.001030354
1.96608,-0.010453,0.000552501,-0.169652,0.000944572
2.12992,-0.008852,0.000510022,-0.14681,0.000871975
2.29376,-0.023325,0.000473609,-0.131993,0.000809742
2.4576,-0.0271,0.000442049,-0.112369,0.000755799
